"","X.2","Gm.","Year","DATE","X","Tm","X.1","Opp","W.L","R","RA","Inn","W.L.1","Rank","GB","Win","Loss","Save","Time","D.N","Attendance","Streak","Orig..Scheduled","STATION","NAME","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT22"
"583",583,97,2014,"2014-07-19","boxscore","BOS","","KCR","W",2,1,NA,"45-52",4,"8.5","De La Rosa","Duffy","Uehara","2:39","N",37878,"+++","","USW00014739","BOSTON, MA US",0,0,NA,67,72,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",584,98,2014,"2014-07-20","boxscore","BOS","","KCR","W",6,0,NA,"46-52",4,"7.5","Lester","Ventura","","2:56","D",37439,"++++","","USW00014739","BOSTON, MA US",0,0,NA,66,72,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",585,99,2014,"2014-07-21","boxscore","BOS","@","TOR","W",14,1,NA,"47-52",4,"7.5","Lackey","Hutchison","","2:45","N",27905,"+++++","","USW00014739","BOSTON, MA US",0,0,NA,66,73,61,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",586,100,2014,"2014-07-22","boxscore","BOS","@","TOR","L",3,7,NA,"47-53",5,"8.5","Happ","Peavy","Cecil","3:07","N",29269,"-","","USW00014739","BOSTON, MA US",0,0,NA,72,87,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",587,101,2014,"2014-07-23","boxscore","BOS","@","TOR","L",4,6,NA,"47-54",5,"8.5","Dickey","Buchholz","Janssen","2:35","N",35696,"--","","USW00014739","BOSTON, MA US",0,0,NA,80,92,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",588,102,2014,"2014-07-24","boxscore","BOS","@","TOR","L",0,8,NA,"47-55",5,"9.5","Stroman","De La Rosa","","2:56","D",46683,"---","","USW00014739","BOSTON, MA US",0,0,NA,73,76,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",589,103,2014,"2014-07-25","boxscore","BOS","@","TBR","L",4,6,NA,"47-56",5,"10.5","Price","Tazawa","McGee","3:04","N",23136,"----","","USW00014739","BOSTON, MA US",0,0,NA,71,83,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590",590,104,2014,"2014-07-26","boxscore","BOS","@","TBR","L",0,3,NA,"47-57",5,"10.5","Balfour","Lackey","McGee","3:23","N",26659,"-----","","USW00014739","BOSTON, MA US",0,0,NA,74,85,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",591,105,2014,"2014-07-27","boxscore","BOS","@","TBR","W",3,2,NA,"48-57",5,"10.5","Webster","Archer","Uehara","3:22","D",25221,"+","","USW00014739","BOSTON, MA US",0.35,0,NA,71,80,66,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592",592,106,2014,"2014-07-28","boxscore","BOS","","TOR","L",1,14,NA,"48-58",5,"11","Dickey","Buchholz","","3:15","N",37974,"-","","USW00014739","BOSTON, MA US",0.11,0,NA,74,84,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593",593,107,2014,"2014-07-29","boxscore","BOS","","TOR","L",2,4,NA,"48-59",5,"12","Stroman","De La Rosa","Janssen","3:03","N",38275,"--","","USW00014739","BOSTON, MA US",0,0,NA,71,79,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594",594,108,2014,"2014-07-30","boxscore","BOS","","TOR","L",1,6,NA,"48-60",5,"13","Buehrle","Workman","","2:48","N",38203,"---","","USW00014739","BOSTON, MA US",0,0,NA,70,78,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595",595,109,2014,"2014-08-01","boxscore","BOS","","NYY","W",4,3,NA,"49-60",5,"12.5","Ranaudo","Capuano","Uehara","3:03","N",37782,"+","","USW00014739","BOSTON, MA US",0,0,NA,72,82,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596",596,110,2014,"2014-08-02","boxscore","BOS","","NYY","L",4,6,NA,"49-61",5,"12.5","Kelley","Webster","Robertson","3:56","D",37302,"-","","USW00014739","BOSTON, MA US",0.03,0,NA,68,72,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597",597,111,2014,"2014-08-03","boxscore","BOS","","NYY","L",7,8,NA,"49-62",5,"13.5","Rogers","Breslow","Robertson","3:42","N",38035,"--","","USW00014739","BOSTON, MA US",0,0,NA,65,70,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598",598,112,2014,"2014-08-05","boxscore","BOS","@","STL","L",2,3,NA,"49-63",5,"15","Neshek","Tazawa","Rosenthal","3:04","N",43432,"---","","USW00014739","BOSTON, MA US",0,0,NA,76,82,70,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599",599,113,2014,"2014-08-06","boxscore","BOS","@","STL","W",2,1,NA,"50-63",5,"14","Tazawa","Rosenthal","Uehara","3:01","N",42733,"+","","USW00014739","BOSTON, MA US",0.01,0,NA,75,83,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600",600,114,2014,"2014-08-07","boxscore","BOS","@","STL","L",2,5,NA,"50-64",5,"15","Wainwright","Workman","Neshek","3:08","N",44570,"-","","USW00014739","BOSTON, MA US",0.01,0,NA,72,79,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601",601,115,2014,"2014-08-08","boxscore","BOS","@","LAA","W",4,2,NA,"51-64",5,"15","Webster","Weaver","Uehara","3:10","N",38016,"+","","USW00014739","BOSTON, MA US",0,0,NA,71,85,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602",602,116,2014,"2014-08-09","boxscore","BOS","@","LAA","L-wo",4,5,19,"51-65",5,"16","Shoemaker","Workman","","6:32","N",42159,"-","","USW00014739","BOSTON, MA US",0,0,NA,72,78,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603",603,117,2014,"2014-08-10","boxscore","BOS","@","LAA","W",3,1,NA,"52-65",5,"15","De La Rosa","Smith","Uehara","3:03","D",36300,"+","","USW00014739","BOSTON, MA US",0,0,NA,74,80,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604",604,118,2014,"2014-08-12","boxscore","BOS","@","CIN","W",3,2,NA,"53-65",5,"15","Layne","Broxton","Uehara","3:05","N",35903,"++","","USW00014739","BOSTON, MA US",0,0,NA,72,82,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605",605,119,2014,"2014-08-13","boxscore","BOS","@","CIN","W",5,4,NA,"54-65",5,"15","Ranaudo","Leake","Mujica","3:01","D",32870,"+++","","USW00014739","BOSTON, MA US",1.06,0,NA,67,69,64,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606",606,120,2014,"2014-08-14","boxscore","BOS","","HOU","W",9,4,NA,"55-65",5,"14.5","Webster","Feldman","","3:19","N",38065,"++++","","USW00014739","BOSTON, MA US",0,0,NA,68,77,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607",607,121,2014,"2014-08-15","boxscore","BOS","","HOU","L",3,5,10,"55-66",5,"14.5","Sipp","Breslow","","3:46","N",37016,"-","","USW00014739","BOSTON, MA US",0,0,NA,67,75,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608",608,122,2014,"2014-08-16","boxscore","BOS","","HOU","W",10,7,NA,"56-66",5,"13.5","Wilson","Fields","","3:50","N",37652,"+","","USW00014739","BOSTON, MA US",0,0,NA,69,78,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609",609,123,2014,"2014-08-17","boxscore","BOS","","HOU","L",1,8,NA,"56-67",5,"14.5","McHugh","Kelly","","3:11","D",36717,"-","","USW00014739","BOSTON, MA US",0,0,NA,71,81,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610",610,124,2014,"2014-08-18","boxscore","BOS","","LAA","L",2,4,NA,"56-68",5,"15.5","Wilson","Workman","Jepsen","3:22","N",35170,"--","","USW00014739","BOSTON, MA US",0,0,NA,70,79,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611",611,125,2014,"2014-08-19","boxscore","BOS","","LAA","L",3,4,NA,"56-69",5,"16.5","Smith","Uehara","Street","3:24","N",35471,"---","","USW00014739","BOSTON, MA US",0,0,NA,66,74,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",612,126,2014,"2014-08-20","boxscore","BOS","","LAA","L",3,8,NA,"56-70",5,"17.5","Rasmus","Buchholz","","3:42","N",35136,"----","","USW00014739","BOSTON, MA US",0,0,NA,67,74,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613",613,127,2014,"2014-08-21","boxscore","BOS","","LAA","L",0,2,NA,"56-71",5,"18","Shoemaker","De La Rosa","Grilli","3:10","N",36160,"-----","","USW00014739","BOSTON, MA US",0,0,NA,66,72,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614",614,128,2014,"2014-08-22","boxscore","BOS","","SEA","L",3,5,NA,"56-72",5,"18","Leone","Uehara","Rodney","3:41","N",36433,"------","","USW00014739","BOSTON, MA US",0.08,0,NA,67,72,63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615",615,129,2014,"2014-08-23","boxscore","BOS","","SEA","L",3,7,NA,"56-73",5,"18","Wilhelmsen","Workman","","3:28","D",36905,"-------","","USW00014739","BOSTON, MA US",0,0,NA,66,72,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616",616,130,2014,"2014-08-24","boxscore","BOS","","SEA","L",6,8,NA,"56-74",5,"18","Leone","Webster","Rodney","4:07","D",37022,"--------","","USW00014739","BOSTON, MA US",0,0,NA,68,75,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617",617,131,2014,"2014-08-25","boxscore","BOS","@","TOR","W",4,3,10,"57-74",5,"18","Uehara","Sanchez","Breslow","3:07","N",26041,"+","","USW00014739","BOSTON, MA US",0,0,NA,73,81,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618",618,132,2014,"2014-08-26","boxscore","BOS","@","TOR","W",11,7,11,"58-74",5,"18","Tazawa","Janssen","","4:33","N",27321,"++","","USW00014739","BOSTON, MA US",0,0,NA,74,85,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619",619,133,2014,"2014-08-27","boxscore","BOS","@","TOR","L",2,5,NA,"58-75",5,"18","Stroman","Layne","Cecil","2:38","N",30285,"-","","USW00014739","BOSTON, MA US",0.02,0,NA,78,91,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620",620,134,2014,"2014-08-29","boxscore","BOS","@","TBR","W",8,4,NA,"59-75",5,"18.5","Ranaudo","Archer","","3:34","N",16107,"+","","USW00014739","BOSTON, MA US",0,0,NA,66,71,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621",621,135,2014,"2014-08-30","boxscore","BOS","@","TBR","L",0,7,NA,"59-76",5,"19.5","Odorizzi","Webster","","2:48","N",17463,"-","","USW00014739","BOSTON, MA US",0,0,NA,67,79,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622",622,136,2014,"2014-08-31","boxscore","BOS","@","TBR","W",3,0,NA,"60-76",5,"19.5","Buchholz","Cobb","","2:52","D",16822,"+","","USW00014739","BOSTON, MA US",0.54,0,NA,75,85,67,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623",623,137,2014,"2014-09-01","boxscore","BOS","@","TBR","L-wo",3,4,10,"60-77",5,"19.5","Balfour","Badenhop","","3:32","D",10543,"-","","USW00014739","BOSTON, MA US",0,0,NA,77,85,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624",624,138,2014,"2014-09-02","boxscore","BOS","@","NYY","W",9,4,NA,"61-77",5,"19.5","Kelly","Greene","","3:28","N",40334,"+","","USW00014739","BOSTON, MA US",0.01,0,NA,80,93,71,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625",625,139,2014,"2014-09-03","boxscore","BOS","@","NYY","L",1,5,NA,"61-78",5,"20.5","Kuroda","Ranaudo","","3:12","N",40007,"-","","USW00014739","BOSTON, MA US",0,0,NA,78,85,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626",626,140,2014,"2014-09-04","boxscore","BOS","@","NYY","L-wo",4,5,NA,"61-79",5,"21.5","Warren","Uehara","","3:16","N",44708,"--","","USW00014739","BOSTON, MA US",0,0,NA,75,83,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627",627,141,2014,"2014-09-05","boxscore","BOS","","TOR","W-wo",9,8,10,"62-79",5,"20.5","Layne","Janssen","","3:53","N",35667,"+","","USW00014739","BOSTON, MA US",0,0,NA,78,91,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628",628,142,2014,"2014-09-06","boxscore","BOS","","TOR","W",4,3,NA,"63-79",5,"19.5","Buchholz","Happ","Mujica","3:23","N",36677,"++","","USW00014739","BOSTON, MA US",0.22,0,NA,81,92,69,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629",629,143,2014,"2014-09-07","boxscore","BOS","","TOR","L",1,3,NA,"63-80",5,"20.5","Dickey","De La Rosa","Janssen","2:44","D",36261,"-","","USW00014739","BOSTON, MA US",0.15,0,NA,69,76,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630",630,144,2014,"2014-09-08","boxscore","BOS","","BAL","L",0,4,NA,"63-81",5,"21.5","Gonzalez","Kelly","","3:08","N",35894,"--","","USW00014739","BOSTON, MA US",0,0,NA,65,71,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631",631,145,2014,"2014-09-09","boxscore","BOS","","BAL","L",1,4,NA,"63-82",5,"22.5","Tillman","Ranaudo","Britton","3:32","N",37008,"---","","USW00014739","BOSTON, MA US",0,0,NA,65,69,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632",632,146,2014,"2014-09-10","boxscore","BOS","","BAL","L",6,10,NA,"63-83",5,"23.5","Chen","Workman","O'Day","3:23","D",35374,"----","","USW00014739","BOSTON, MA US",0,0,NA,64,70,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",633,147,2014,"2014-09-11","boxscore","BOS","@","KCR","W",6,3,NA,"64-83",5,"23","Buchholz","Hendriks","Mujica","3:28","N",28673,"+","","USW00014739","BOSTON, MA US",0,0,NA,68,80,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634",634,148,2014,"2014-09-12","boxscore","BOS","@","KCR","W",4,2,NA,"65-83",5,"23.5","Webster","Ventura","Mujica","2:49","N",19191,"++","","USW00014739","BOSTON, MA US",0,0,NA,66,68,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635",635,149,2014,"2014-09-13","boxscore","BOS","@","KCR","L",1,7,NA,"65-84",5,"23.5","Guthrie","De La Rosa","","2:48","N",26627,"-","","USW00014739","BOSTON, MA US",0.13,0,NA,60,67,53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636",636,150,2014,"2014-09-14","boxscore","BOS","@","KCR","W",8,4,NA,"66-84",5,"23.5","Kelly","Vargas","","3:23","D",19065,"+","","USW00014739","BOSTON, MA US",0,0,NA,59,66,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637",637,151,2014,"2014-09-16","boxscore","BOS","@","PIT","L",0,4,NA,"66-85",5,"25","Morton","Ranaudo","","3:07","N",34698,"-","","USW00014739","BOSTON, MA US",0,0,NA,59,65,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",638,152,2014,"2014-09-17","boxscore","BOS","@","PIT","L",1,9,NA,"66-86",5,"26","Liriano","Buchholz","","3:04","N",34785,"--","","USW00014739","BOSTON, MA US",0,0,NA,62,69,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",639,153,2014,"2014-09-18","boxscore","BOS","@","PIT","L",2,3,NA,"66-87",5,"26.5","Cole","Workman","Melancon","2:53","N",36862,"---","","USW00014739","BOSTON, MA US",0,0,NA,63,75,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",640,154,2014,"2014-09-19","boxscore","BOS","@","BAL","W",5,3,10,"67-87",5,"25.5","Tazawa","O'Day","Mujica","3:42","N",39079,"+","","USW00014739","BOSTON, MA US",0,0,NA,54,56,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641",641,155,2014,"2014-09-20","boxscore","BOS","@","BAL","L",2,7,NA,"67-88",5,"26.5","Tillman","De La Rosa","","2:51","N",43015,"-","","USW00014739","BOSTON, MA US",0,0,NA,58,73,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642",642,156,2014,"2014-09-21","boxscore","BOS","@","BAL","W",3,2,NA,"68-88",5,"25.5","Kelly","Gonzalez","Mujica","3:07","D",38329,"+","","USW00014739","BOSTON, MA US",0.01,0,NA,69,82,63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643",643,157,2014,"2014-09-23","boxscore","BOS","","TBR","L",2,6,NA,"68-89",5,"26","Cobb","Buchholz","","3:14","N",35566,"-","","USW00014739","BOSTON, MA US",0,0,NA,59,72,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644",644,158,2014,"2014-09-24","boxscore","BOS","","TBR","W",11,3,NA,"69-89",5,"26","Ranaudo","Odorizzi","","3:40","N",35741,"+","","USW00014739","BOSTON, MA US",0,0,NA,61,66,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645",645,159,2014,"2014-09-25","boxscore","BOS","","TBR","W",11,1,NA,"70-89",5,"25","Webster","Hellickson","","3:16","N",36590,"++","","USW00014739","BOSTON, MA US",0,0,NA,58,62,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",646,160,2014,"2014-09-26","boxscore","BOS","","NYY","L",2,3,NA,"70-90",5,"25","Capuano","Wright","Robertson","3:01","N",37605,"-","","USW00014739","BOSTON, MA US",0,0,NA,61,69,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647",647,161,2014,"2014-09-27","boxscore","BOS","","NYY","W",10,4,NA,"71-90",5,"24","Kelly","Tanaka","","3:04","D",37147,"+","","USW00014739","BOSTON, MA US",0,0,NA,69,81,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",648,162,2014,"2014-09-28","boxscore","BOS","","NYY","L",5,9,NA,"71-91",5,"25","Pineda","Buchholz","","3:14","D",36879,"-","","USW00014739","BOSTON, MA US",0,0,NA,71,87,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649",649,1,2013,"2013-04-01","boxscore","BOS","@","NYY","W",8,2,NA,"Jan-00",1,"up 0.5","Lester","Sabathia","","3:37","D",49514,"+","","USW00014739","BOSTON, MA US",0.12,0,NA,49,62,35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",650,2,2013,"2013-04-03","boxscore","BOS","@","NYY","W",7,4,NA,"Feb-00",1,"up 1.0","Buchholz","Kuroda","Hanrahan","3:35","N",40216,"++","","USW00014739","BOSTON, MA US",0,0,NA,37,47,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",651,3,2013,"2013-04-04","boxscore","BOS","@","NYY","L",2,4,NA,"1-Feb",1,"Tied","Pettitte","Dempster","Rivera","2:38","N",40611,"-","","USW00014739","BOSTON, MA US",0,0,NA,41,56,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",652,4,2013,"2013-04-05","boxscore","BOS","@","TOR","W",6,4,NA,"1-Mar",1,"Tied","Tazawa","Rogers","Hanrahan","3:35","N",45328,"+","","USW00014739","BOSTON, MA US",0,0,NA,46,57,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653",653,5,2013,"2013-04-06","boxscore","BOS","@","TOR","L",0,5,NA,"2-Mar",1,"Tied","Happ","Lackey","","2:38","D",45797,"-","","USW00014739","BOSTON, MA US",0,0,NA,41,47,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654",654,6,2013,"2013-04-07","boxscore","BOS","@","TOR","W",13,0,NA,"2-Apr",1,"up 1.0","Lester","Dickey","","2:44","D",41168,"+","","USW00014739","BOSTON, MA US",0,0,NA,42,54,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655",655,7,2013,"2013-04-08","boxscore","BOS","","BAL","W",3,1,NA,"2-May",1,"up 2.0","Buchholz","Chen","Hanrahan","2:42","D",37008,"++","","USW00014739","BOSTON, MA US",0,0,NA,51,63,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656",656,8,2013,"2013-04-10","boxscore","BOS","","BAL","L",5,8,NA,"3-May",1,"up 1.0","O'Day","Hanrahan","Johnson","2:53","N",30862,"-","","USW00014739","BOSTON, MA US",0.19,0,NA,47,54,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657",657,9,2013,"2013-04-11","boxscore","BOS","","BAL","L",2,3,NA,"4-May",1,"Tied","Matusz","Mortensen","Johnson","3:15","N",27704,"--","","USW00014739","BOSTON, MA US",0.04,0,NA,46,49,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658",658,10,2013,"2013-04-13","boxscore","BOS","","TBR","W-wo",2,1,10,"4-Jun",1,"up 0.5","Tazawa","Gomes","","3:23","D",33039,"+","","USW00014739","BOSTON, MA US",0.02,0,NA,40,51,36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",659,11,2013,"2013-04-14","boxscore","BOS","","TBR","W",5,0,NA,"4-Jul",1,"up 1.0","Buchholz","Cobb","","2:49","D",35198,"++","","USW00014739","BOSTON, MA US",0,0,NA,48,55,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660",660,12,2013,"2013-04-15","boxscore","BOS","","TBR","W-wo",3,2,NA,"4-Aug",1,"up 1.5","Bailey","Peralta","","3:03","D",37449,"+++","","USW00014739","BOSTON, MA US",0,0,NA,45,49,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661",661,13,2013,"2013-04-16","boxscore","BOS","@","CLE","W",7,2,NA,"4-Sep",1,"up 1.5","Doubront","Jimenez","","3:30","N",9143,"++++","","USW00014739","BOSTON, MA US",0,0,NA,50,64,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662",662,14,2013,"2013-04-17","boxscore","BOS","@","CLE","W",6,3,NA,"4-Oct",1,"up 1.5","Aceves","Masterson","Bailey","3:24","N",10282,"+++++","","USW00014739","BOSTON, MA US",0,0,NA,58,66,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663",663,15,2013,"2013-04-18","boxscore","BOS","@","CLE","W",6,3,NA,"4-Nov",1,"up 2.5","Lester","McAllister","Bailey","3:13","N",12936,"++++++","","USW00014739","BOSTON, MA US",0,0,NA,51,63,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664",664,16,2013,"2013-04-20","boxscore","BOS","","KCR","W",4,3,NA,"4-Dec",1,"up 2.0","Buchholz","Herrera","Bailey","2:58","D",35152,"+++++++","","USW00014739","BOSTON, MA US",0.38,0,NA,58,65,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665",665,17,2013,"2013-04-21","boxscore","BOS","","KCR","L",2,4,NA,"5-Dec",1,"up 1.5","Santana","Dempster","Holland","2:54","D",31483,"-","","USW00014739","BOSTON, MA US",0,0,NA,45,50,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",666,18,2013,"2013-04-21","boxscore","BOS","","KCR","L",4,5,10,"6-Dec",1,"up 1.5","Herrera","Miller","Holland","3:11","N",33270,"--","2013-04-19 (Police manhunt (Boston Marathon bomber))","USW00014739","BOSTON, MA US",0,0,NA,45,50,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667",667,19,2013,"2013-04-22","boxscore","BOS","","OAK","W",9,6,NA,"13-6",1,"up 2.0","Doubront","Griffin","Bailey","3:29","N",28926,"+","","USW00014739","BOSTON, MA US",0,0,NA,43,49,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668",668,20,2013,"2013-04-23","boxscore","BOS","","OAK","L",0,13,7,"13-7",1,"up 1.0","Colon","Aceves","","2:33","N",29006,"-","","USW00014739","BOSTON, MA US",0.13,0,NA,42,43,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",669,21,2013,"2013-04-24","boxscore","BOS","","OAK","W",6,5,NA,"14-7",1,"up 2.0","Lester","Anderson","Bailey","3:40","D",29274,"+","","USW00014739","BOSTON, MA US",0,0,NA,50,69,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
